209	SALVADORI	S	9	2012-06-27 13:44:14	2012-06-27 13:44:14
210	1877	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
211	ORTALIS	O	7	2012-06-27 13:44:14	2012-06-27 13:44:14
212	CANICOLLIS	C	10	2012-06-27 13:44:14	2012-06-27 13:44:14
213	WAGLER	W	6	2012-06-27 13:44:14	2012-06-27 13:44:14
214	1830	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
215	RUFICAUDA	R	9	2012-06-27 13:44:14	2012-06-27 13:44:14
216	JARDINE	J	7	2012-06-27 13:44:14	2012-06-27 13:44:14
217	1847	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
218	ARGYROTIS	A	9	2012-06-27 13:44:14	2012-06-27 13:44:14
219	BONAPARTE	B	9	2012-06-27 13:44:14	2012-06-27 13:44:14
220	1856	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
221	MARAIL	M	6	2012-06-27 13:44:14	2012-06-27 13:44:14
222	STATIUS	S	7	2012-06-27 13:44:14	2012-06-27 13:44:14
223	1776	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
224	ORTONI	O	6	2012-06-27 13:44:14	2012-06-27 13:44:14
225	SALVIN	S	6	2012-06-27 13:44:14	2012-06-27 13:44:14
226	1874	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
227	SUPERCILIARIS	S	13	2012-06-27 13:44:14	2012-06-27 13:44:14
228	TEMMINCK	T	8	2012-06-27 13:44:14	2012-06-27 13:44:14
229	1815	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
230	CHAMAEPETES	C	11	2012-06-27 13:44:14	2012-06-27 13:44:14
231	GOUDOTII	G	8	2012-06-27 13:44:14	2012-06-27 13:44:14
232	LESSON	L	6	2012-06-27 13:44:14	2012-06-27 13:44:14
233	1828	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
234	NOTHOCRAX	N	9	2012-06-27 13:44:14	2012-06-27 13:44:14
235	URUMUTUM	U	8	2012-06-27 13:44:14	2012-06-27 13:44:14
236	SPIX	S	4	2012-06-27 13:44:14	2012-06-27 13:44:14
237	1825	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
238	CRAX	C	4	2012-06-27 13:44:14	2012-06-27 13:44:14
239	DAUBENTONI	D	10	2012-06-27 13:44:14	2012-06-27 13:44:14
240	G	G	1	2012-06-27 13:44:14	2012-06-27 13:44:14
241	R	R	1	2012-06-27 13:44:14	2012-06-27 13:44:14
242	GRAY	G	4	2012-06-27 13:44:14	2012-06-27 13:44:14
243	1867	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
244	BONASA	B	6	2012-06-27 13:44:14	2012-06-27 13:44:14
245	UMBELLUS	U	8	2012-06-27 13:44:14	2012-06-27 13:44:14
246	TYMPANUCHUS	T	11	2012-06-27 13:44:14	2012-06-27 13:44:14
247	PHASIANELLUS	P	12	2012-06-27 13:44:14	2012-06-27 13:44:14
248	COLINUS	C	7	2012-06-27 13:44:14	2012-06-27 13:44:14
249	CRISTATUS	C	9	2012-06-27 13:44:14	2012-06-27 13:44:14
250	CALLIPEPLA	C	10	2012-06-27 13:44:14	2012-06-27 13:44:14
251	GAMBELII	G	8	2012-06-27 13:44:14	2012-06-27 13:44:14
252	GAMBEL	G	6	2012-06-27 13:44:14	2012-06-27 13:44:14
253	1843	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
254	PHASIANUS	P	9	2012-06-27 13:44:14	2012-06-27 13:44:14
255	COLCHICUS	C	9	2012-06-27 13:44:14	2012-06-27 13:44:14
256	ALECTORIS	A	9	2012-06-27 13:44:14	2012-06-27 13:44:14
257	GRAECA	G	6	2012-06-27 13:44:14	2012-06-27 13:44:14
258	MEISNER	M	7	2012-06-27 13:44:14	2012-06-27 13:44:14
259	1804	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
260	PERDIX	P	6	2012-06-27 13:44:14	2012-06-27 13:44:14
261	ODONTOPHORUS	O	12	2012-06-27 13:44:14	2012-06-27 13:44:14
262	ATRIFRONS	A	9	2012-06-27 13:44:14	2012-06-27 13:44:14
263	ALLEN	A	5	2012-06-27 13:44:14	2012-06-27 13:44:14
264	1900	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
265	DIALEUCOS	D	9	2012-06-27 13:44:14	2012-06-27 13:44:14
266	WETMORE	W	7	2012-06-27 13:44:14	2012-06-27 13:44:14
267	1963	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
268	ANTHROPOIDES	A	12	2012-06-27 13:44:14	2012-06-27 13:44:14
269	VIRGO	V	5	2012-06-27 13:44:14	2012-06-27 13:44:14
270	OTIS	O	4	2012-06-27 13:44:14	2012-06-27 13:44:14
271	TARDA	T	5	2012-06-27 13:44:14	2012-06-27 13:44:14
272	VANELLUS	V	8	2012-06-27 13:44:14	2012-06-27 13:44:14
273	GREGARIUS	G	9	2012-06-27 13:44:14	2012-06-27 13:44:14
274	PALLAS	P	6	2012-06-27 13:44:14	2012-06-27 13:44:14
275	1771	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
276	CHARADRIUS	C	10	2012-06-27 13:44:14	2012-06-27 13:44:14
277	LESCHENAULTII	L	13	2012-06-27 13:44:14	2012-06-27 13:44:14
278	1826	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
279	PLUVIALIS	P	9	2012-06-27 13:44:14	2012-06-27 13:44:14
280	SQUATAROLA	S	10	2012-06-27 13:44:14	2012-06-27 13:44:14
281	TRINGA	T	6	2012-06-27 13:44:14	2012-06-27 13:44:14
282	1764	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
283	CALIDRIS	C	8	2012-06-27 13:44:14	2012-06-27 13:44:14
284	TENUIROSTRIS	T	12	2012-06-27 13:44:14	2012-06-27 13:44:14
285	HORSFIELD	H	9	2012-06-27 13:44:14	2012-06-27 13:44:14
286	1821	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
287	MELANOTOS	M	9	2012-06-27 13:44:14	2012-06-27 13:44:14
288	1819	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
289	ALPINA	A	6	2012-06-27 13:44:14	2012-06-27 13:44:14
290	ALBA	A	4	2012-06-27 13:44:14	2012-06-27 13:44:14
291	LIMNODROMUS	L	11	2012-06-27 13:44:14	2012-06-27 13:44:14
292	SCOLOPACEUS	S	11	2012-06-27 13:44:14	2012-06-27 13:44:14
293	SAY	S	3	2012-06-27 13:44:14	2012-06-27 13:44:14
294	1823	1	4	2012-06-27 13:44:14	2012-06-27 13:44:14
295	LIMOSA	L	6	2012-06-27 13:44:14	2012-06-27 13:44:14
296	LAPPONICA	L	9	2012-06-27 13:44:14	2012-06-27 13:44:14
297	LIMICOLA	L	8	2012-06-27 13:44:14	2012-06-27 13:44:14
298	FALCINELLUS	F	11	2012-06-27 13:44:14	2012-06-27 13:44:14
