726572	Histrionicus histrionicus (Linnaeus, 1758)	HISTRIONICUS HISTRIONICUS (LINNAEUS, 1758)	107	1	97743267509984394073682468475185596837	2012-03-02 10:45:07	2012-03-02 10:45:07
726576	Somateria spectabilis (Linnaeus, 1758)	SOMATERIA SPECTABILIS (LINNAEUS, 1758)	108	1	258494064180030550084214420003171513537	2012-03-02 10:45:07	2012-03-02 10:45:07
726580	Melanitta nigra (Linnaeus, 1758)	MELANITTA NIGRA (LINNAEUS, 1758)	109	1	13616925118296650056518436572388204713	2012-03-02 10:45:07	2012-03-02 10:45:07
726588	Mergus serrator Linnaeus, 1758	MERGUS SERRATOR LINNAEUS, 1758	110	1	271235217220274696159777189650417547735	2012-03-02 10:45:07	2012-03-02 10:45:07
726592	Mergellus albellus (Linnaeus, 1758)	MERGELLUS ALBELLUS (LINNAEUS, 1758)	111	1	104733885189100196752443894708076647328	2012-03-02 10:45:07	2012-03-02 10:45:07
726632	Elanus caeruleus (Desfontaines, 1789)	ELANUS CAERULEUS (DESFONTAINES, 1789)	112	1	66334760994049241787954997180564183708	2012-03-02 10:45:07	2012-03-02 10:45:07
726664	Accipiter nisus (Linnaeus, 1758)	ACCIPITER NISUS (LINNAEUS, 1758)	113	1	270773360656727010598927949555726368513	2012-03-02 10:45:07	2012-03-02 10:45:07
726692	Buteo buteo (Linnaeus, 1758)	BUTEO BUTEO (LINNAEUS, 1758)	114	1	45247167831565934164373050545715474798	2012-03-02 10:45:07	2012-03-02 10:45:07
726863	Falco rupicoloides A. Smith, 1829	FALCO RUPICOLOIDES A. SMITH, 1829	115	1	252941120881791082705798828031113210036	2012-03-02 10:45:07	2012-03-02 10:45:07
726867	Falco vespertinus Linnaeus, 1766	FALCO VESPERTINUS LINNAEUS, 1766	116	1	188197760494557827154489545917744734058	2012-03-02 10:45:07	2012-03-02 10:45:07
726871	Phalcoboenus australis (J. F. Gmelin, 1788)	PHALCOBOENUS AUSTRALIS (J. F. GMELIN, 1788)	117	1	194279037885683218298704746119975894297	2012-03-02 10:45:07	2012-03-02 10:45:07
726875	Milvago chimango (Vieillot, 1816)	MILVAGO CHIMANGO (VIEILLOT, 1816)	118	1	327209786260764398961149464991353575073	2012-03-02 10:45:07	2012-03-02 10:45:07
726879	Micrastur plumbeus W. L. Sclater, 1918	MICRASTUR PLUMBEUS W. L. SCLATER, 1918	119	1	328270803234227026567813521428370189130	2012-03-02 10:45:07	2012-03-02 10:45:07
726883	Polihierax semitorquatus (A. Smith, 1836)	POLIHIERAX SEMITORQUATUS (A. SMITH, 1836)	120	1	153938098372252881566586037640457635380	2012-03-02 10:45:07	2012-03-02 10:45:07
726887	Microhierax latifrons Sharpe, 1879	MICROHIERAX LATIFRONS SHARPE, 1879	121	1	132285758628821270522393916647950969531	2012-03-02 10:45:07	2012-03-02 10:45:07
726891	Leipoa ocellata Gould, 1840	LEIPOA OCELLATA GOULD, 1840	122	1	262509083400197667999887011178332876203	2012-03-02 10:45:07	2012-03-02 10:45:07
726895	Aepypodius arfakianus (Salvadori, 1877)	AEPYPODIUS ARFAKIANUS (SALVADORI, 1877)	123	1	329706858797778869405985296325659195088	2012-03-02 10:45:07	2012-03-02 10:45:07
726899	Ortalis canicollis (Wagler, 1830)	ORTALIS CANICOLLIS (WAGLER, 1830)	124	1	99346114031790419698911663786455384435	2012-03-02 10:45:07	2012-03-02 10:45:07
726903	Ortalis ruficauda Jardine, 1847	ORTALIS RUFICAUDA JARDINE, 1847	125	1	46112544736697540355841708111713396455	2012-03-02 10:45:07	2012-03-02 10:45:07
726907	Penelope argyrotis (Bonaparte, 1856)	PENELOPE ARGYROTIS (BONAPARTE, 1856)	126	1	201495234153540486340399751527934406853	2012-03-02 10:45:07	2012-03-02 10:45:07
726911	Penelope marail (Statius Muller, 1776)	PENELOPE MARAIL (STATIUS MULLER, 1776)	127	1	103472758017972046081425117201292743194	2012-03-02 10:45:07	2012-03-02 10:45:07
726915	Penelope ortoni Salvin, 1874	PENELOPE ORTONI SALVIN, 1874	128	1	293519608528889043863755980645457769238	2012-03-02 10:45:07	2012-03-02 10:45:07
726919	Penelope superciliaris Temminck, 1815	PENELOPE SUPERCILIARIS TEMMINCK, 1815	129	1	162465176505085466906867001955928401366	2012-03-02 10:45:07	2012-03-02 10:45:07
726923	Chamaepetes goudotii (Lesson, 1828)	CHAMAEPETES GOUDOTII (LESSON, 1828)	130	1	99739363685837603227550616355813825673	2012-03-02 10:45:07	2012-03-02 10:45:07
726927	Nothocrax urumutum (Spix, 1825)	NOTHOCRAX URUMUTUM (SPIX, 1825)	131	1	11977962425604076345616023073381592738	2012-03-02 10:45:07	2012-03-02 10:45:07
726931	Crax daubentoni G. R. Gray, 1867	CRAX DAUBENTONI G. R. GRAY, 1867	132	1	312049208362369744640148954786315674611	2012-03-02 10:45:07	2012-03-02 10:45:07
726935	Bonasa umbellus (Linnaeus, 1766)	BONASA UMBELLUS (LINNAEUS, 1766)	133	1	59890789866473679760904186271613007804	2012-03-02 10:45:07	2012-03-02 10:45:07
726939	Tympanuchus phasianellus (Linnaeus, 1758)	TYMPANUCHUS PHASIANELLUS (LINNAEUS, 1758)	134	1	37376545094542271680303076235310669947	2012-03-02 10:45:07	2012-03-02 10:45:07
726943	Colinus cristatus (Linnaeus, 1766)	COLINUS CRISTATUS (LINNAEUS, 1766)	135	1	37822253532229281974421007334976656432	2012-03-02 10:45:07	2012-03-02 10:45:07
726947	Callipepla gambelii (Gambel, 1843)	CALLIPEPLA GAMBELII (GAMBEL, 1843)	136	1	265817806246909145061579593615870621129	2012-03-02 10:45:07	2012-03-02 10:45:07
726951	Phasianus colchicus Linnaeus, 1758	PHASIANUS COLCHICUS LINNAEUS, 1758	137	1	226749764887952254545077137302006527007	2012-03-02 10:45:07	2012-03-02 10:45:07
726955	Alectoris graeca (Meisner, 1804)	ALECTORIS GRAECA (MEISNER, 1804)	138	1	31846782902646441502430991499442435142	2012-03-02 10:45:07	2012-03-02 10:45:07
726959	Perdix perdix (Linnaeus, 1758)	PERDIX PERDIX (LINNAEUS, 1758)	139	1	88480329707203346513934437170858973135	2012-03-02 10:45:07	2012-03-02 10:45:07
726963	Odontophorus atrifrons Allen, 1900	ODONTOPHORUS ATRIFRONS ALLEN, 1900	140	1	101317828383916223172211063623479946611	2012-03-02 10:45:07	2012-03-02 10:45:07
726967	Odontophorus dialeucos Wetmore, 1963	ODONTOPHORUS DIALEUCOS WETMORE, 1963	141	1	137958773976800303712765805895034061041	2012-03-02 10:45:07	2012-03-02 10:45:07
727123	Anthropoides virgo (Linnaeus, 1758)	ANTHROPOIDES VIRGO (LINNAEUS, 1758)	142	1	86498957795089141570277585656762549451	2012-03-02 10:45:07	2012-03-02 10:45:07
727227	Otis tarda Linnaeus, 1758	OTIS TARDA LINNAEUS, 1758	143	1	86228869786578558808883119089296490444	2012-03-02 10:45:07	2012-03-02 10:45:07
727263	Vanellus gregarius (Pallas, 1771)	VANELLUS GREGARIUS (PALLAS, 1771)	144	1	318711505323853129846029555276558436259	2012-03-02 10:45:07	2012-03-02 10:45:07
727295	Charadrius leschenaultii Lesson, 1826	CHARADRIUS LESCHENAULTII LESSON, 1826	145	1	195043565008611283167636866804305825150	2012-03-02 10:45:07	2012-03-02 10:45:07
727315	Pluvialis squatarola (Linnaeus, 1758)	PLUVIALIS SQUATAROLA (LINNAEUS, 1758)	146	1	192415737176968690652816867494421424858	2012-03-02 10:45:07	2012-03-02 10:45:07
727339	Tringa erythropus (Pallas, 1764)	TRINGA ERYTHROPUS (PALLAS, 1764)	147	1	164999471437693774480746356393174453060	2012-03-02 10:45:07	2012-03-02 10:45:07
727355	Calidris tenuirostris (Horsfield, 1821)	CALIDRIS TENUIROSTRIS (HORSFIELD, 1821)	148	1	292214672706397488835636775814567790577	2012-03-02 10:45:07	2012-03-02 10:45:07
727359	Calidris melanotos (Vieillot, 1819)	CALIDRIS MELANOTOS (VIEILLOT, 1819)	149	1	315782899532208379387232312510853978355	2012-03-02 10:45:07	2012-03-02 10:45:07
727367	Calidris alpina (Linnaeus, 1758)	CALIDRIS ALPINA (LINNAEUS, 1758)	150	1	205773421726764282522633806920307608473	2012-03-02 10:45:07	2012-03-02 10:45:07
727371	Calidris alba (Pallas, 1764)	CALIDRIS ALBA (PALLAS, 1764)	151	1	59431607762778457618877403978008794340	2012-03-02 10:45:07	2012-03-02 10:45:07
727375	Limnodromus scolopaceus (Say, 1823)	LIMNODROMUS SCOLOPACEUS (SAY, 1823)	152	1	279920975506931136209888687213758094812	2012-03-02 10:45:07	2012-03-02 10:45:07
