333783	Ulvales	1.0.10	1	1	{"scientificName":{"parsed":true,"parser_version":"1.0.10","verbatim":"Ulvales","normalized":"Ulvales","canonical":"Ulvales","hybrid":false,"details":[{"uninomial":{"string":"Ulvales"}}],"parser_run":1,"positions":{"0":["uninomial",7]}}}	2012-06-27 13:44:14	2012-06-27 13:44:14
333847	Cladophorales	1.0.10	1	1	{"scientificName":{"parsed":true,"parser_version":"1.0.10","verbatim":"Cladophorales","normalized":"Cladophorales","canonical":"Cladophorales","hybrid":false,"details":[{"uninomial":{"string":"Cladophorales"}}],"parser_run":1,"positions":{"0":["uninomial",13]}}}	2012-06-27 13:44:14	2012-06-27 13:44:14
333871	Klebsormidiaceae	1.0.10	1	1	{"scientificName":{"parsed":true,"parser_version":"1.0.10","verbatim":"Klebsormidiaceae","normalized":"Klebsormidiaceae","canonical":"Klebsormidiaceae","hybrid":false,"details":[{"uninomial":{"string":"Klebsormidiaceae"}}],"parser_run":1,"positions":{"0":["uninomial",16]}}}	2012-06-27 13:44:14	2012-06-27 13:44:14
333887	Tetrasporaceae	1.0.10	1	1	{"scientificName":{"parsed":true,"parser_version":"1.0.10","verbatim":"Tetrasporaceae","normalized":"Tetrasporaceae","canonical":"Tetrasporaceae","hybrid":false,"details":[{"uninomial":{"string":"Tetrasporaceae"}}],"parser_run":1,"positions":{"0":["uninomial",14]}}}	2012-06-27 13:44:14	2012-06-27 13:44:14
333947	Chlorococcaceae	1.0.10	1	1	{"scientificName":{"parsed":true,"parser_version":"1.0.10","verbatim":"Chlorococcaceae","normalized":"Chlorococcaceae","canonical":"Chlorococcaceae","hybrid":false,"details":[{"uninomial":{"string":"Chlorococcaceae"}}],"parser_run":1,"positions":{"0":["uninomial",15]}}}	2012-06-27 13:44:14	2012-06-27 13:44:14
333967	Bryopsidales	1.0.10	1	1	{"scientificName":{"parsed":true,"parser_version":"1.0.10","verbatim":"Bryopsidales","normalized":"Bryopsidales","canonical":"Bryopsidales","hybrid":false,"details":[{"uninomial":{"string":"Bryopsidales"}}],"parser_run":1,"positions":{"0":["uninomial",12]}}}	2012-06-27 13:44:14	2012-06-27 13:44:14
333979	Bryopsidaceae	1.0.10	1	1	{"scientificName":{"parsed":true,"parser_version":"1.0.10","verbatim":"Bryopsidaceae","normalized":"Bryopsidaceae","canonical":"Bryopsidaceae","hybrid":false,"details":[{"uninomial":{"string":"Bryopsidaceae"}}],"parser_run":1,"positions":{"0":["uninomial",13]}}}	2012-06-27 13:44:14	2012-06-27 13:44:14
337852	Anhingidae	1.0.10	1	1	{"scientificName":{"parsed":true,"parser_version":"1.0.10","verbatim":"Anhingidae","normalized":"Anhingidae","canonical":"Anhingidae","hybrid":false,"details":[{"uninomial":{"string":"Anhingidae"}}],"parser_run":1,"positions":{"0":["uninomial",10]}}}	2012-06-27 13:44:14	2012-06-27 13:44:14
338168	Aegithalidae	1.0.10	1	1	{"scientificName":{"parsed":true,"parser_version":"1.0.10","verbatim":"Aegithalidae","normalized":"Aegithalidae","canonical":"Aegithalidae","hybrid":false,"details":[{"uninomial":{"string":"Aegithalidae"}}],"parser_run":1,"positions":{"0":["uninomial",12]}}}	2012-06-27 13:44:14	2012-06-27 13:44:14
341046	Rhizoclonium	1.0.10	1	1	{"scientificName":{"parsed":true,"parser_version":"1.0.10","verbatim":"Rhizoclonium","normalized":"Rhizoclonium","canonical":"Rhizoclonium","hybrid":false,"details":[{"uninomial":{"string":"Rhizoclonium"}}],"parser_run":1,"positions":{"0":["uninomial",12]}}}	2012-06-27 13:44:14	2012-06-27 13:44:14
